RICE;RICE_KEY;RICE base;Tipo comparação;Presente Empresa;Presente Consultoria;Origem;Qtd registros na origem;Fases encontradas na origem;Responsáveis consolidados;Status consolidado origem;Fase consolidada origem;Total registros Empresa;Total registros Consultoria;__origem;__arquivo;Identificação da tarefa;Nome da tarefa;Categoria;Meta;Status;Prioridade;Atribuído a;Criado por;Criado em;Data de conclusão;Data de início;É Recorrente;Atrasados;Concluído em;Concluída por;Itens concluídos da lista de verificação;Itens da lista de verificação;Rótulos;Notas
FRG.120;FRG.120;FRG.120;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;Mz1r-OMUDk--707FGZlJMWUAOQz0;FRG.120 - Aprovação envio para subproduto;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-10-28;2025-10-28;;false;2026-01-29;Jean Piere Moretto;;;16|Agrosys - Frango Corte e Peixe;
FRG.120;FRG.120;FRG.120;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;Jaime Alcides;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;F4Z-blAvYU663p7uP6PSyGUANv5D;FRG.120 [Aprovação envio para subproduto];10|Deploy;;Concluída;Média;Jaime Alcides;Kauan Rossa;2025-12-23;2025-09-05;;;false;2026-02-23;Renan Strapazzon;;;"SIT - Agrosys;Agrosys";Aprovação envio para subproduto
GAF#001;GAF#001;GAF#001;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Rafael Minski; Rodrigo Veiss | Custos | Cascavel; Josimesio Pereira - Programa Conecta; Paulo Henrique de Freitas Pacheco";Em andamento;09|Ajuste|Key User;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;TjKbILQ8AECwwG2bhUqDE2UAIV5h;GAF#001 - Automatização da Exaustão de Ativos Biológicos Matrizes;09|Ajuste|Key User;;Em andamento;Média;"Rafael Minski;Rodrigo Veiss | Custos | Cascavel;Josimesio Pereira - Programa Conecta;Paulo Henrique de Freitas Pacheco";Jean Piere Moretto;2026-01-29;2026-03-27;2026-03-13;;true;;;;;19|Oracle/Ninecon;
GAF#001;GAF#001;GAF#001;RICE igual;Sim;Sim;Consultoria;1;09|Ajuste|Key User;"Leandro Rosa; Roberto Costa; Mario Junio da Silva; Osni Campos";Em andamento;09|Ajuste|Key User;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;NzLlYManTkqXEu9KLdfmuWUAESyV;GAF#001;09|Ajuste|Key User;;Em andamento;Importante;"Leandro Rosa;Roberto Costa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-30;;;true;;;;;"Durante SIT;Ninecon";Automatização da Exaustão de Ativos Biológicos Matrizes
GAF#003;GAF#003;GAF#003;Só na Consultoria;Não;Sim;Consultoria;1;02|Em (EF) QA - PO;"Roberto Costa; Isabella Cristina Genuino; Mario Junio da Silva";Em andamento;02|Em (EF) QA - PO;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;AAfqZXsc-UuS-f0o-yFVaWUALFy9;GAF#003;02|Em (EF) QA - PO;;Em andamento;Média;"Roberto Costa;;Isabella Cristina Genuino;Mario Junio da Silva";;2026-03-31;;;;false;;;;;"Durante SIT;Ninecon";"Consultar Ativos e Quantidades do Oracle Fusion Assets
Link: Sharepoint Pluma: https://plumaagrobr.sharepoint.com/sites/ProjetoConecta/Documentos%20Compartilhados/Forms/AllItems.aspx?id=%2Fsites%2FProjetoConecta%2FDocumentos%20Compartilhados%2FControladoria%20%2D%20FA%20e%20Project%2F03%20%2D%20RD011%20%2D%20Modelo%20Futuro&viewid=19d3d78d%2D2fba%2D4b7c%2D99e7%2D700fd277baaa&csf=1&CID=539d4902%2Db85f%2D4c15%2D9f92%2Dd5b9ffb92c2e&FolderCTID=0x012000F2465380DA444A46B740C29F98BC9AD5"
GCI#03;GCI#03;GCI#03;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Cleber Escritori;Em andamento;05|Em construção;13;2;Empresa;Programa Conecta - Acompanhamento interno.xlsx;ncVO_hts5k2-aTaUn2v9Y2UAEsY3;GCI#03 - Integração Sistemas Parceiros;05|Em construção;;Em andamento;Média;Cleber Escritori;Jean Piere Moretto;2026-01-29;2025-12-22;2025-12-01;;true;;;;;19|Oracle/Ninecon;
GCI#03;GCI#03;GCI#03;RICE igual;Sim;Sim;Consultoria;2;10|Deploy;"Leandro Rosa; Eduardo Leite; vera.aveiro; Mario Junio da Silva; Osni Campos; Vitor Pra";Concluída;10|Deploy;13;2;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;5CkXBPa8DUyxrtHAy_2gLmUAEfxG;GCI#03;10|Deploy;;Concluída;Importante;"Leandro Rosa;Eduardo Leite;;vera.aveiro;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-11;;;false;2026-03-02;;;;"Durante SIT;Ninecon";Integração com parceiro fiscal Agrosys
GCO#01;GCO#01;GCO#01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta";Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;0EnaJJwOhEeCTgI75YALx2UABCWD;GCO#01 - Atualização do atributo List Price (Preço de Tabela) do cadastro de item;10|Deploy;;Concluída;Média;Franciele de Almeida | Suprimentos | Cascavel;Jean Piere Moretto;2026-01-29;2025-12-08;2025-12-08;;false;2026-01-29;Jean Piere Moretto;;;19|Oracle/Ninecon;
GCO#01;GCO#01;GCO#01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;CswdclUbakCLzuXu3lwqG2UAJpZI;GCO#01;10|Deploy;;Concluída;Urgente;;;2025-12-02;;;;false;2026-01-13;;;;"Ninecon;Inicio SIT";Atualização do atributo List Price (Preço de Tabela) do cadastro de item
GCO#02;GCO#02;GCO#02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Em andamento;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;dLdPlbAnokKqbVZSJjZVeWUAAWw0;GCO#02 - Visualização dos impostos na negociação de compra;04|Doc. Técnica (ET);;Em andamento;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-01-02;2025-12-26;;true;;;;;19|Oracle/Ninecon;
GCO#02;GCO#02;GCO#02;RICE igual;Sim;Sim;Consultoria;1;06|Bloqueado;"Alisson Gomide; Leandro Rosa; Rafael Artave; Mario Junio da Silva; Osni Campos";Em andamento;06|Bloqueado;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;7wGk_ptd70OuYLGSH24EEWUALfpI;GCO#02;06|Bloqueado;;Em andamento;Importante;"Alisson Gomide;Leandro Rosa;;Rafael Artave;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-02;;;true;;;;;"Durante SIT;Ninecon";"Visualização dos impostos na negociação de compra / 26D Novembro/26
Link EF: AN-100_Especificação Funcional  -  GCO02 – Visualização dos impostos na negociação de compra_V2.docx"
GCO#03;GCO#03;GCO#03;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Mateus Fetzner - Programa Conecta;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;4K6AVWIuLk2SCLyQnYc-omUACKru;GCO#03 - Personalização do Layout da Aprovação da Ordem de compra e Premiação da Negociação;10|Deploy;;Concluída;Média;Mateus Fetzner - Programa Conecta;Jean Piere Moretto;2026-01-29;2026-03-02;2026-03-02;;false;2026-02-03;Wanessa Raspini Garcia;;;19|Oracle/Ninecon;
GCO#03;GCO#03;GCO#03;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Alisson Gomide; Leandro Rosa; Vanessa Chiochetta; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;15L2TCJerUupKtE6D4w3Q2UAMF9d;GCO#03;10|Deploy;;Concluída;Importante;"Alisson Gomide;Leandro Rosa;;Vanessa Chiochetta;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-02;;;false;2026-01-29;;;;"Durante SIT;Ninecon";"Personalização do Layout da Aprovação da Ordem de compra e Premiação da Negociação
Link EF: 
https://plumaagrobr.sharepoint.com/:w:/r/sites/ProjetoConecta/Documentos%20Compartilhados/Compras%20ao%20recebimento/00-4%20-%20AN100%20-%20Especifica%C3%A7%C3%A3o%20Funcional/GCO%2302%20-%20Visualiza%C3%A7%C3%A3o%20dos%20Impostos%20na%20Negocia%C3%A7%C3%A3o%20de%20Compra/AN-100_Especifica%C3%A7%C3%A3o%20Funcional%20%20-%20%20GCO02%20%E2%80%93%20Visualiza%C3%A7%C3%A3o%20dos%20impostos%20na%20negocia%C3%A7%C3%A3o%20de%20compra_V2.docx?d=wda74afac46e14635adca2656c7a2f160&csf=1&web=1&e=z6zKy1"
GCO#04;GCO#04;GCO#04;RICE igual;Sim;Sim;Empresa;14;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy | 11|MF-Backlog DEV;Mateus Fetzner - Programa Conecta;Em andamento;11|MF-Backlog DEV;14;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;ILA1hvZqzE2eWqGUg5LpAGUAA9Yq;GCO#04 - Personalização Layout da Ordem de Compra;11|MF-Backlog DEV;;Em andamento;Média;Mateus Fetzner - Programa Conecta;Franciele de Almeida | Suprimentos | Cascavel;2026-03-06;2025-12-25;2025-12-12;;true;;;;;19|Oracle/Ninecon;"Aprovado com ressalvas.
Não são impeditivos para SIT, mas precisam ser corrigidos em UAT."
GCO#04;GCO#04;GCO#04;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Everton Massucatto; José Antonio Bernadeli; Osni Campos";Concluída;10|Deploy;14;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;oFVWQOMgjUWfAyVK7RH982UABISh;GCO#04;10|Deploy;;Concluída;Urgente;"Alisson Gomide;Leandro Rosa;;Mario Junio da Silva;Everton Massucatto;José Antonio Bernadeli;Osni Campos";;2025-12-02;2025-12-29;;;false;2026-01-12;;;;"Ninecon;Inicio SIT";Personalização Layout da Ordem de Compra
GCO#05;GCO#05;GCO#05;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Em andamento;05|Em construção;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;dJAVUpzohEK6nAsIuen1fWUAHqed;GCO#05 - Integração entre Oracle Cloud e OTM para retorno de informações logisticas na Ordem de compra;05|Em construção;;Em andamento;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-01-05;2025-12-15;;true;;;;;19|Oracle/Ninecon;
GCO#05;GCO#05;GCO#05;RICE igual;Sim;Sim;Consultoria;1;09|Ajuste|Key User;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos";Em andamento;09|Ajuste|Key User;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;3w0oqU2rGkukHHIrA7OUDmUAN69_;GCO#05;09|Ajuste|Key User;;Em andamento;Importante;"Alisson Gomide;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-25;;;true;;;;;"Durante SIT;Ninecon";Integração entre Oracle Cloud e OTM para retorno de informações logisticas na Ordem de compra
GCO#06;GCO#06;GCO#06;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;9BfGS178H0mCh3Gk6qntfmUAGp_X;GCO#06 - Integração entre Oracle Cloud e OTM para análise de logistica e frete na negociação de compra;04|Doc. Técnica (ET);;Não iniciado;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-02-27;2026-02-20;;true;;;;;19|Oracle/Ninecon;
GCO#06;GCO#06;GCO#06;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;saAf0lOLb0arzCJVTMKigWUAA0Ab;GCO#06;05|Em construção;;Em andamento;Importante;"Alisson Gomide;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-27;;;true;;;;;"Durante SIT;Ninecon";Integração entre Oracle Cloud e OTM para análise de logistica e frete na negociação de compra
GCO#07;GCO#07;GCO#07;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;K8FOXG3gI0WKFZDW99XD3WUAIZKN;GCO#07 - Personalização Mapa comparativo - Calculo Bioequivalencia e historico das ultimas compras do Item;04|Doc. Técnica (ET);;Não iniciado;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-01-02;2025-12-26;;true;;;;;19|Oracle/Ninecon;
GCO#07;GCO#07;GCO#07;RICE igual;Sim;Sim;Consultoria;1;07|Pré-Teste|Cons;"Alisson Gomide; Leandro Rosa; Rafael Artave; Mario Junio da Silva; Osni Campos";Em andamento;07|Pré-Teste|Cons;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;ecjOqZk480-DV93pRCBonGUANabg;GCO#07;07|Pré-Teste|Cons;;Em andamento;Importante;"Alisson Gomide;Leandro Rosa;;Rafael Artave;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-02;;;true;;;;;"Durante SIT;Ninecon";Personalização Mapa comparativo - Calculo Bioequivalencia e historico das ultimas compras do Item
GCO#08;GCO#08;GCO#08;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Concluída;10|Deploy;13;5;Empresa;Programa Conecta - Acompanhamento interno.xlsx;c72SpgkCAEG3u4C5DDL8X2UAFzbx;GCO#08|GCO#13 - Integração Oracle x Agrosys - Fabrica de Ração;10|Deploy;;Concluída;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-02-23;2026-02-20;;false;2026-04-15;Franciele de Almeida | Suprimentos | Cascavel;;;19|Oracle/Ninecon;
GCO#08;GCO#08;GCO#08;RICE igual;Sim;Sim;Consultoria;5;10|Deploy;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos; DOUGLAS NIERO; Renato Macarini";Concluída;10|Deploy;13;5;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;6IZwwZsRZk-R5TPuTc3MtGUAPyz2;"ITG-FAB-540.2 Estoque e Trânsito Outras Filiais - GCO#08; GCO#13; GES#04";10|Deploy;;Concluída;Média;DOUGLAS NIERO;Kauan Rossa;2025-12-23;2026-03-10;;;false;2026-03-09;Renan Strapazzon;;;"Integração - Agrosys;SIT - Agrosys;Agrosys";"Estoque e Trânsito Outras Filiais - GCO#08; GCO#13; GES#01; GES#04"
GCO#09;GCO#09;GCO#09;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;bwZ3cfFxkUOsRtB3NhsJLmUAN4wJ;GCO#09 - Automatizar intenção de Uso na Ordem de compra;10|Deploy;;Concluída;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-03-02;2026-02-27;;false;2026-04-15;Franciele de Almeida | Suprimentos | Cascavel;;;19|Oracle/Ninecon;
GCO#09;GCO#09;GCO#09;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;OESSor2WLEaSGDteAR92tGUAH_Qd;GCO#09;10|Deploy;;Concluída;Importante;"Alisson Gomide;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-02;;;false;2026-02-26;;;;"Durante SIT;Ninecon";"Automatizar intenção de Uso na Ordem de compra
Link EF:
 
https://plumaagrobr.sharepoint.com/:w:/r/sites/ProjetoConecta/Documentos%20Compartilhados/Compras%20ao%20recebimento/00-4%20-%20AN100%20-%20Especifica%C3%A7%C3%A3o%20Funcional/GCO%2302%20-%20Visualiza%C3%A7%C3%A3o%20dos%20Impostos%20na%20Negocia%C3%A7%C3%A3o%20de%20Compra/AN-100_Especifica%C3%A7%C3%A3o%20Funcional%20%20-%20%20GCO02%20%E2%80%93%20Visualiza%C3%A7%C3%A3o%20dos%20impostos%20na%20negocia%C3%A7%C3%A3o%20de%20compra_V2.docx?d=wda74afac46e14635adca2656c7a2f160&csf=1&web=1&e=z6zKy1"
GCO#11;GCO#11;GCO#11;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;9gYyZj4GEEOxVwQIklmgC2UALmPA;GCO#11 - Relatório de Controle de Adiantamentos Vinculados à Ordem de Compra;04|Doc. Técnica (ET);;Não iniciado;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-02-27;2026-02-20;;true;;;;;19|Oracle/Ninecon;
GCO#11;GCO#11;GCO#11;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;2U4YkIJvMkCYBWVxel2kN2UAHOuC;GCO#11;05|Em construção;;Em andamento;Importante;"Alisson Gomide;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-27;;;true;;;;;"Durante SIT;Ninecon";Relatório de Controle de Adiantamentos Vinculados à Ordem de Compra
GCO#12;GCO#12;GCO#12;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Gabriel Santos de Miranda;Não iniciado;09|Ajuste|Key User;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;UbOFMKZ55Uqn_qrJ2_9SemUABfcr;GCO#12 - Tela de Fixação - Milho a Fixar;09|Ajuste|Key User;;Não iniciado;Média;Gabriel Santos de Miranda;Jean Piere Moretto;2026-01-29;2026-02-13;2026-01-30;;true;;;;;19|Oracle/Ninecon;
GCO#12;GCO#12;GCO#12;RICE igual;Sim;Sim;Consultoria;1;07|Pré-Teste|Cons;"Alisson Gomide; Leandro Rosa; Marcelo Marques; Mario Junio da Silva; José Antonio Bernadeli; Osni Campos";Em andamento;07|Pré-Teste|Cons;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;-qcU9Za-eU6bxmpM2_SlZ2UAJrph;GCO#12;07|Pré-Teste|Cons;;Em andamento;Urgente;"Alisson Gomide;Leandro Rosa;;Marcelo Marques;Mario Junio da Silva;José Antonio Bernadeli;Osni Campos";;2025-12-02;2026-02-16;;;true;;;;;"Ninecon;Inicio SIT";Tela de Fixação - Milho a Fixar
GCO#13;GCO#13;GCO#13;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Wesley Santos | Suprimentos | Cascavel; Franciele de Almeida | Suprimentos | Cascavel; Mateus Fetzner - Programa Conecta; Gabriel Santos de Miranda";Concluída;10|Deploy;13;4;Empresa;Programa Conecta - Acompanhamento interno.xlsx;c72SpgkCAEG3u4C5DDL8X2UAFzbx;GCO#08|GCO#13 - Integração Oracle x Agrosys - Fabrica de Ração;10|Deploy;;Concluída;Média;"Wesley Santos | Suprimentos | Cascavel;Franciele de Almeida | Suprimentos | Cascavel;Mateus Fetzner - Programa Conecta;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-02-23;2026-02-20;;false;2026-04-15;Franciele de Almeida | Suprimentos | Cascavel;;;19|Oracle/Ninecon;
GCO#13;GCO#13;GCO#13;RICE igual;Sim;Sim;Consultoria;4;10|Deploy;"Alisson Gomide; Leandro Rosa; Mario Junio da Silva; Osni Campos; DOUGLAS NIERO";Concluída;10|Deploy;13;4;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;6IZwwZsRZk-R5TPuTc3MtGUAPyz2;"ITG-FAB-540.2 Estoque e Trânsito Outras Filiais - GCO#08; GCO#13; GES#04";10|Deploy;;Concluída;Média;DOUGLAS NIERO;Kauan Rossa;2025-12-23;2026-03-10;;;false;2026-03-09;Renan Strapazzon;;;"Integração - Agrosys;SIT - Agrosys;Agrosys";"Estoque e Trânsito Outras Filiais - GCO#08; GCO#13; GES#01; GES#04"
